ref,name,la,sector,type,governance,language,pupils,fsm_eligible,aln_pupils
6732109,Albert Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,423,7.2,4.7
6732111,Barry Island Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,233,24.3,9
6732114,Cogan Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,212,28.1,6.6
6732115,Colcot Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,267,43.9,13.9
6732117,Fairfield Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,236,23.4,7.2
6732118,Gladstone Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,415,38,10.6
6732120,High Street Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,206,24.4,7.3
6732122,Holton Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,359,44.5,9.5
6732124,Jenner Park Primary,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,203,50.3,26.6
6732126,South Point Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,131,30.9,6.1
6732127,Llanfair C.P. School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,141,10.8,
6732128,Llangan C.P. School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,139,6.4,5
6732131,Palmerston Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,215,35.4,17.7
6732133,Rhws Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,372,16.5,6.2
6732136,Sully Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,385,14.1,5.2
6732138,Victoria Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,441,9.9,7
6732144,St Athan Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,212,33.3,5.2
6732146,St Illtyd Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,354,27,9.9
6732148,Evenlode Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,487,3.1,3.7
6732149,Llandough Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,184,17.6,4.3
6732151,Y Bontfaen Primary,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,287,3,2.1
6732152,Ysgol Pen Y Garth,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),307,3.7,5.2
6732156,Ysgol Sant Baruc,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),366,8.4,1.9
6732163,Oakfield Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),149,74.4,22.8
6732165,Ysgol Gymraeg Iolo Morganwg,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),199,,5.5
6732178,Ysgol Sant Curig,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),430,27,4
6732179,Ysgol Gynradd Gwaun Y Nant,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),214,34,4.7
6732181,Cadoxton Community Primary,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),436,39.9,15.8
6732182,Romilly Community Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,647,18,6
6732184,Ysgol Gymraeg Dewi Sant,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),239,7.5,6.7
6732185,Dinas Powys Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,448,19.8,3.3
6732186,Ysgol y Ddraig,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,218,33.9,21.6
6733037,St Nicholas C.I.W. Primary,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,English medium school / provision,154,26.1,5.8
6733047,Peterston super Ely C.I.W. Primary,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,English medium school / provision,123,21,
6733057,Gwenfo C.I.W. Primary,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,English medium school / provision,227,13.6,11
6733320,St Brides C.I.W. Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,215,3.6,2.3
6733321,Wick Marcross C.I.W. Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,141,18,5.7
6733363,Pendoylan C.I.W. Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,221,,2.3
6733364,St Andrews Major C.I.W. Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,237,7.3,2.1
6733365,Llansannor & Llanharry  C.I.W. Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,214,6,2.8
6733367,St David's C.I.W. Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,178,7,5.1
6733368,St Joseph's R.C. Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,199,18,5
6733372,All Saints C.I.W. Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,200,9.8,5.5
6733373,St Helen's Catholic Primary School,Vale of Glamorgan,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,Dual language school / provision (Welsh and English) (including transitional),330,15,3
6734060,Llantwit Major School,Vale of Glamorgan,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,915,27.8,9.6
6734067,St Cyres School,Vale of Glamorgan,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1246,20.9,7
6734068,Whitmore High School,Vale of Glamorgan,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1084,25,9
6734069,Pencoedtre High School,Vale of Glamorgan,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,991,49.8,15.3
6734612,St Richard Gwyn Catholic High School,Vale of Glamorgan,Secondary schools,Secondary (ages 11-16),Voluntary aided,English medium school / provision,840,26.7,7.5
6735400,Stanwell School,Vale of Glamorgan,Secondary schools,Secondary (ages 11-19),Foundation,English medium school / provision,1957,10.6,3.3
6735500,Ysgol Gymraeg Bro Morgannwg,Vale of Glamorgan,Middle schools,Middle (ages 3-19),Community,Welsh medium school / provision (including transitional),1394,14.9,2.8
6735501,Cowbridge School,Vale of Glamorgan,Middle schools,Middle (ages 3-19),Community,English medium school / provision,1575,8.9,3.3
6737024,Ysgol Y Deri,Vale of Glamorgan,Special schools,Special (with post-16 provision),Special school,Not applicable,564,47.5,98.6
6742044,Penderyn Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),188,25.4,
6742045,OAKLANDS PRIMARY SCHOOL,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,203,34.2,7.4
6742052,Alaw Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,148,20.2,4.7
6742053,ABERNANT COUNTY PRIMARY,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,108,35.9,
6742061,Brynnau Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,237,17.7,5.1
6742066,Coedpenmaen Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,183,19.6,8.7
6742069,Bodringallt Primary School,Rhondda Cynon Taf,Primary schools,Infants & Juniors,Community,English medium school / provision,74,48.2,9.5
6742070,BLAENGWAWR PRIMARY,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,227,40,4.4
6742072,Coedylan Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,149,12.9,4.7
6742077,Caegarw Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,162,25.2,3.7
6742079,Cwmlai Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,403,18,4
6742083,Dolau Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),520,9.6,2.7
6742084,Capcoch Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,162,49.5,3.7
6742093,Caradog Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,178,50,5.1
6742102,Ffynnon Taf Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,136,23.8,5.9
6742112,Darran Park Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,310,31.3,5.2
6742118,Llanilltud Faerdref Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,192,18.2,3.6
6742119,Gelli Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,196,30.6,3.6
6742124,Llantrisant Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,115,20.2,11.3
6742127,Hafod Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,107,26.8,16.8
6742130,Maes-Y-Coed Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,229,21.1,3.9
6742134,Cwmdar County Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,265,21.5,4.5
6742137,Parc Lewis Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,242,20.7,5
6742142,Llanharan Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,148,40.4,6.1
6742143,Llwynypia Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,179,48.9,6.1
6742144,DARRENLAS PRIMARY SCHOOL,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,210,39.2,2.9
6742151,Llanhari Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,152,43.8,8.6
6742160,Pontyclun Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,370,15.2,3
6742161,Parc Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,246,38.9,4.5
6742170,Hirwaun Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,292,36.4,6.8
6742180,LLWYDCOED PRIMARY SCHOOL,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,142,31.3,3.5
6742182,Trallwng Infants School,Rhondda Cynon Taf,Primary schools,Nursery & Infants,Community,English medium school / provision,66,17.1,
6742192,PENGEULAN PRIMARY,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,130,49,7.7
6742196,Pontrhondda Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,112,48.3,
6742199,Trehopcyn Primary,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,112,37,8.9
6742200,Pontygwaith Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,139,50,
6742206,Trerobart Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,166,46.4,4.8
6742218,Perthcelyn Community Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,120,58.9,20.8
6742222,Ton Pentre Junior School,Rhondda Cynon Taf,Primary schools,Juniors,Community,English medium school / provision,144,20.8,4.2
6742225,Craig Yr Hesg Primary School,Rhondda Cynon Taf,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,161,54.7,9.3
